日期,省,比例
2020-01-19,海南,0.0091
2020-01-19,浙江,0.0084
2020-01-19,江苏,0.0074
2020-01-19,山东,0.0062
2020-01-19,北京,0.0042
2020-01-19,上海,0.0037
2020-01-19,河北,0.0034
2020-01-19,甘肃,0.0025
2020-01-19,山西,0.0024
2020-01-19,辽宁,0.0023
2020-01-19,黑龙江,0.0021
2020-01-19,吉林,0.0017
2020-01-19,天津,0.0008
2020-01-19,内蒙古,0.0008
2020-01-19,新疆,0.0006
2020-01-19,宁夏,0.0003
2020-01-19,青海,0.0001
2020-01-20,广西,0.2566
2020-01-20,湖南,0.2254
2020-01-20,江西,0.1124
2020-01-20,湖北,0.0756
2020-01-20,四川,0.057
2020-01-20,河南,0.0512
2020-01-20,贵州,0.0341
2020-01-20,福建,0.0295
2020-01-20,重庆,0.0264
2020-01-20,云南,0.018500000000000003
2020-01-20,安徽,0.0168
2020-01-20,陕西,0.0105
2020-01-20,海南,0.0096
2020-01-20,浙江,0.0079
2020-01-20,江苏,0.0075
2020-01-20,山东,0.0063
2020-01-20,北京,0.004
2020-01-20,河北,0.0039
2020-01-20,上海,0.0031
2020-01-20,甘肃,0.0027
2020-01-20,山西,0.0025
2020-01-20,辽宁,0.0024
2020-01-20,黑龙江,0.002
2020-01-20,吉林,0.0016
2020-01-20,内蒙古,0.0008
2020-01-20,天津,0.0007000000000000001
2020-01-20,新疆,0.0005
2020-01-20,宁夏,0.0003
2020-01-20,青海,0.0002
2020-01-21,广西,0.2376
2020-01-21,湖南,0.2268
2020-01-21,江西,0.1077
2020-01-21,湖北,0.08539999999999999
2020-01-21,四川,0.0602
2020-01-21,河南,0.0557
2020-01-21,贵州,0.0347
2020-01-21,重庆,0.0304
2020-01-21,福建,0.0301
2020-01-21,云南,0.0176
2020-01-21,安徽,0.0171
2020-01-21,陕西,0.0116
2020-01-21,海南,0.0097
2020-01-21,浙江,0.008
2020-01-21,江苏,0.0078
2020-01-21,山东,0.0073
2020-01-21,河北,0.0045000000000000005
2020-01-21,北京,0.0041
2020-01-21,上海,0.0032
2020-01-21,甘肃,0.0031
2020-01-21,山西,0.0027
2020-01-21,辽宁,0.0026
2020-01-21,黑龙江,0.0023
2020-01-21,吉林,0.0017
