日期,省,比例
2020-01-20,内蒙古,0.0035
2020-01-20,海南,0.0032
2020-01-20,吉林,0.0029
2020-01-20,宁夏,0.0018
2020-01-20,青海,0.0014000000000000002
2020-01-20,西藏,0.0003
2020-01-21,上海,0.339
2020-01-21,安徽,0.16390000000000002
2020-01-21,浙江,0.1524
2020-01-21,山东,0.0862
2020-01-21,北京,0.0363
2020-01-21,河南,0.0308
2020-01-21,广东,0.0295
2020-01-21,湖北,0.0175
2020-01-21,河北,0.0148
2020-01-21,福建,0.0129
2020-01-21,陕西,0.0126
2020-01-21,四川,0.0115
2020-01-21,江西,0.011200000000000002
2020-01-21,湖南,0.0084
2020-01-21,山西,0.0083
2020-01-21,辽宁,0.008
2020-01-21,天津,0.0079
2020-01-21,重庆,0.0069
2020-01-21,云南,0.0052
2020-01-21,广西,0.0051
2020-01-21,贵州,0.0048
2020-01-21,甘肃,0.004
2020-01-21,新疆,0.0039
2020-01-21,黑龙江,0.0035
2020-01-21,内蒙古,0.0034
2020-01-21,海南,0.0032
2020-01-21,吉林,0.0027
2020-01-21,宁夏,0.0016
2020-01-21,青海,0.0015
2020-01-21,西藏,0.0002
2020-01-22,上海,0.3765
2020-01-22,安徽,0.1562
2020-01-22,浙江,0.1361
2020-01-22,山东,0.08560000000000001
2020-01-22,北京,0.039
2020-01-22,河南,0.0274
2020-01-22,广东,0.025
2020-01-22,湖北,0.0172
2020-01-22,福建,0.0129
2020-01-22,河北,0.0128
2020-01-22,陕西,0.0125
2020-01-22,江西,0.0108
2020-01-22,四川,0.0105
2020-01-22,湖南,0.008100000000000001
2020-01-22,辽宁,0.0078
2020-01-22,天津,0.0075
2020-01-22,山西,0.006999999999999999
2020-01-22,重庆,0.0069
2020-01-22,云南,0.0049
2020-01-22,广西,0.0049
2020-01-22,贵州,0.0045000000000000005
2020-01-22,新疆,0.004
2020-01-22,黑龙江,0.0038
2020-01-22,甘肃,0.0034
2020-01-22,海南,0.0033
2020-01-22,内蒙古,0.0029
2020-01-22,吉林,0.0028000000000000004
2020-01-22,宁夏,0.0016
2020-01-22,青海,0.0011
2020-01-22,西藏,0.0002
2020-01-23,上海,0.3997
2020-01-23,安徽,0.1584
2020-01-23,浙江,0.1178
2020-01-23,山东,0.0824
2020-01-23,北京,0.0393
2020-01-23,河南,0.0278
2020-01-23,广东,0.0228
2020-01-23,湖北,0.0177
2020-01-23,陕西,0.0132
2020-01-23,河北,0.0125
2020-01-23,福建,0.012
2020-01-23,江西,0.0105
2020-01-23,四川,0.0103
2020-01-23,湖南,0.0078
2020-01-23,天津,0.0073
2020-01-23,辽宁,0.0071
2020-01-23,山西,0.0069
2020-01-23,重庆,0.0068000000000000005
2020-01-23,贵州,0.0049
2020-01-23,云南,0.0048
2020-01-23,广西,0.0042
2020-01-23,新疆,0.0038
2020-01-23,黑龙江,0.0038
2020-01-23,甘肃,0.0037
2020-01-23,海南,0.0031
2020-01-23,吉林,0.0027
2020-01-23,内蒙古,0.0027
2020-01-23,青海,0.0015
2020-01-23,宁夏,0.0014000000000000002
2020-01-23,西藏,0.0001
2020-01-24,上海,0.4572
2020-01-24,安徽,0.1343
2020-01-24,浙江,0.1043
2020-01-24,山东,0.07719999999999999
2020-01-24,北京,0.0336
2020-01-24,河南,0.0289
2020-01-24,广东,0.0212
2020-01-24,湖北,0.0175
2020-01-24,河北,0.0127
2020-01-24,陕西,0.0125
2020-01-24,四川,0.0102
2020-01-24,福建,0.01
2020-01-24,江西,0.009000000000000001
2020-01-24,山西,0.0075
2020-01-24,天津,0.006999999999999999
2020-01-24,辽宁,0.006999999999999999
2020-01-24,湖南,0.0066
2020-01-24,重庆,0.0063
2020-01-24,贵州,0.0043
2020-01-24,云南,0.0043
2020-01-24,广西,0.0036
2020-01-24,黑龙江,0.0036
2020-01-24,海南,0.0035
2020-01-24,新疆,0.0035
2020-01-24,甘肃,0.0029
2020-01-24,内蒙古,0.0028000000000000004
2020-01-24,吉林,0.0026
2020-01-24,青海,0.0013
2020-01-24,宁夏,0.0013
2020-01-24,西藏,0.0002
2020-01-25,上海,0.3692
2020-01-25,安徽,0.2031
2020-01-25,浙江,0.1105
2020-01-25,山东,0.0758
2020-01-25,湖北,0.0401
2020-01-25,河南,0.0339
2020-01-25,北京,0.0242
2020-01-25,广东,0.0223
2020-01-25,陕西,0.0111
2020-01-25,四川,0.0105
2020-01-25,江西,0.0103
2020-01-25,福建,0.01
2020-01-25,河北,0.0099
2020-01-25,湖南,0.0069
2020-01-25,山西,0.0069
